scheme_code,scheme_name,date,nav,fund_house,scheme_category
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,03-10-2022,72.5115,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,30-09-2022,73.174,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,29-09-2022,72.1439,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,28-09-2022,72.5238,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,27-09-2022,72.7936,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,26-09-2022,72.7149,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,23-09-2022,74.1328,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,22-09-2022,75.5508,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,21-09-2022,75.5546,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,20-09-2022,76.1536,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,19-09-2022,75.4771,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,16-09-2022,74.951,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15-09-2022,76.9184,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14-09-2022,77.092,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,13-09-2022,77.3455,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,12-09-2022,76.9253,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,09-09-2022,76.641,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,08-09-2022,76.6277,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,07-09-2022,76.0521,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,06-09-2022,75.9521,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,05-09-2022,76.3428,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,02-09-2022,76.2954,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,01-09-2022,76.0456,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,30-08-2022,76.2211,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,29-08-2022,74.3321,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,26-08-2022,75.2754,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,25-08-2022,74.9546,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,24-08-2022,75.1045,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,23-08-2022,74.7255,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,22-08-2022,74.4093,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,19-08-2022,75.7918,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,18-08-2022,76.6729,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,17-08-2022,76.5286,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,16-08-2022,75.8512,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,12-08-2022,75.3228,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,11-08-2022,75.3237,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,10-08-2022,74.4544,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,08-08-2022,74.8976,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,05-08-2022,74.6044,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,04-08-2022,74.2272,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,03-08-2022,73.8828,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,02-08-2022,74.0304,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,01-08-2022,73.7095,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,29-07-2022,72.9947,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,28-07-2022,71.9063,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,27-07-2022,69.8525,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,26-07-2022,69.1326,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,25-07-2022,69.7673,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,22-07-2022,69.9601,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,21-07-2022,69.9609,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,20-07-2022,69.1252,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,19-07-2022,68.925,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,18-07-2022,68.6155,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15-07-2022,67.5691,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14-07-2022,67.0015,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,13-07-2022,67.1057,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,12-07-2022,66.9495,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,11-07-2022,67.7432,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,08-07-2022,67.7009,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,07-07-2022,67.537,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,06-07-2022,67.1482,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,05-07-2022,65.7151,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,04-07-2022,65.6105,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,01-07-2022,65.0877,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,30-06-2022,64.3604,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,29-06-2022,64.8133,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,28-06-2022,65.4275,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,27-06-2022,65.5288,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,24-06-2022,65.2431,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,23-06-2022,64.47,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,22-06-2022,63.7074,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,21-06-2022,64.4233,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,20-06-2022,63.378,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,17-06-2022,62.9852,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,16-06-2022,63.7459,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15-06-2022,64.8568,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14-06-2022,64.3993,Axis Mutual Fund,Equity Scheme - ELSS
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,13-06-2022,64.4339,Axis Mutual Fund,Equity Scheme - ELSS
